V1,V6,V10,V12,V13,V14,V15,Class
39,11766.0,14,313.0,4,102.0,5,1
57,0.0,28,1037.0,3,-1.0,0,1
52,-104.0,10,124.0,1,-1.0,0,1
28,38.0,23,31.0,1,-1.0,0,1
39,2258.0,31,255.0,2,-1.0,0,1
52,105.0,20,96.0,1,-1.0,0,1
46,583.0,30,135.0,3,-1.0,0,1
36,90.0,18,166.0,3,-1.0,0,1
49,0.0,21,218.0,1,-1.0,0,1
36,530.0,20,221.0,3,-1.0,0,1
58,16264.0,17,215.0,3,-1.0,0,1
55,512.0,28,70.0,1,-1.0,0,1
45,130.0,30,127.0,1,-1.0,0,1
34,409.0,20,104.0,4,-1.0,0,1
36,2278.0,23,152.0,2,-1.0,0,1
35,90.0,23,203.0,1,-1.0,0,1
57,104.0,27,86.0,5,-1.0,0,1
59,96.0,9,123.0,1,-1.0,0,1
37,95.0,5,415.0,2,272.0,2,1
37,876.0,23,213.0,4,-1.0,0,1
50,13931.0,18,132.0,1,-1.0,0,1
55,680.0,14,321.0,1,-1.0,0,1
30,292.0,7,381.0,1,335.0,5,1
33,574.0,20,334.0,2,-1.0,0,1
56,186.0,2,108.0,4,-1.0,0,1
31,10.0,5,167.0,1,-1.0,0,1
47,831.0,5,316.0,3,-1.0,0,1
31,-1.0,15,99.0,1,352.0,1,1
46,209.0,22,126.0,4,-1.0,0,1
34,246.0,3,81.0,5,-1.0,0,1
27,15.0,16,167.0,1,-1.0,0,1
26,8.0,23,95.0,1,-1.0,0,1
33,0.0,5,301.0,1,365.0,1,1
28,260.0,7,374.0,2,-1.0,0,1
40,1259.0,20,234.0,5,-1.0,0,1
24,758.0,15,129.0,1,-1.0,0,1
43,1532.0,11,61.0,2,-1.0,0,1
55,540.0,19,124.0,2,-1.0,0,1
40,269.0,27,97.0,4,-1.0,0,1
44,1818.0,12,120.0,1,104.0,1,1
57,93.0,9,82.0,2,-1.0,0,1
48,-6.0,29,362.0,2,-1.0,0,1
38,27.0,3,404.0,4,-1.0,0,1
51,1028.0,5,178.0,4,-1.0,0,1
41,0.0,12,125.0,4,-1.0,0,1
36,0.0,8,171.0,1,172.0,3,1
27,7.0,15,98.0,2,-1.0,0,1
35,-269.0,14,344.0,4,-1.0,0,1
32,0.0,28,558.0,1,-1.0,0,1
31,1410.0,21,42.0,1,-1.0,0,1
39,-119.0,5,104.0,2,-1.0,0,1
32,781.0,20,305.0,1,-1.0,0,1
50,917.0,16,107.0,2,-1.0,0,1
32,151.0,6,118.0,1,-1.0,0,1
58,0.0,11,273.0,2,-1.0,0,1
27,127.0,3,449.0,3,-1.0,0,1
30,62.0,3,678.0,2,252.0,1,1
39,610.0,20,241.0,2,-1.0,0,1
36,0.0,29,113.0,8,-1.0,0,1
33,-260.0,17,224.0,2,-1.0,0,1
53,436.0,29,154.0,1,-1.0,0,1
54,983.0,25,54.0,6,-1.0,0,1
31,310.0,17,334.0,2,240.0,2,1
46,5993.0,25,151.0,1,184.0,2,1
32,39.0,7,128.0,1,-1.0,0,1
42,1468.0,28,136.0,1,-1.0,0,1
54,42.0,12,192.0,2,-1.0,0,1
45,1214.0,2,150.0,2,189.0,2,1
26,198.0,5,161.0,1,-1.0,0,1
32,963.0,28,15.0,13,-1.0,0,1
31,849.0,19,94.0,1,-1.0,0,1
60,2479.0,15,157.0,1,-1.0,0,1
50,1293.0,8,82.0,1,-1.0,0,1
48,-18.0,8,11.0,1,-1.0,0,1
24,94.0,12,166.0,2,-1.0,0,1
33,10.0,23,72.0,5,-1.0,0,1
44,17.0,6,352.0,2,-1.0,0,1
37,2066.0,31,34.0,5,-1.0,0,1
39,283.0,18,346.0,1,179.0,3,1
47,2261.0,31,87.0,2,-1.0,0,1
24,525.0,16,253.0,1,332.0,1,1
51,492.0,20,142.0,3,-1.0,0,1
45,2.0,4,413.0,1,-1.0,0,1
52,1645.0,28,248.0,1,-1.0,0,1
42,-246.0,7,149.0,1,-1.0,0,1
25,-41.0,14,114.0,2,-1.0,0,1
42,0.0,2,854.0,1,-1.0,0,1
39,51.0,20,140.0,2,-1.0,0,1
28,805.0,12,116.0,5,170.0,2,1
67,694.0,7,250.0,1,-1.0,0,1
33,1467.0,20,85.0,2,-1.0,0,1
46,15120.0,21,27.0,3,108.0,3,1
51,113.0,15,71.0,3,-1.0,0,1
28,-9.0,9,175.0,5,-1.0,0,1
34,1863.0,28,143.0,1,-1.0,0,1
42,-350.0,30,149.0,1,-1.0,0,1
38,76.0,20,167.0,2,287.0,3,1
41,1278.0,19,532.0,1,-1.0,0,1
37,55.0,27,99.0,1,329.0,4,1
36,-280.0,17,6.0,1,-1.0,0,1
28,4287.0,30,171.0,1,-1.0,0,1
47,475.0,29,99.0,2,251.0,7,1
45,360.0,20,98.0,2,-1.0,0,1
58,760.0,29,85.0,7,-1.0,0,1
30,171.0,25,301.0,4,-1.0,0,1
32,381.0,2,347.0,2,-1.0,0,1
52,1141.0,12,22.0,5,-1.0,0,1
58,610.0,6,651.0,1,-1.0,0,1
30,0.0,22,78.0,2,-1.0,0,1
25,-187.0,27,275.0,4,-1.0,0,1
31,1222.0,20,186.0,3,-1.0,0,1
37,0.0,16,1150.0,1,-1.0,0,1
34,10.0,22,81.0,1,-1.0,0,1
31,241.0,12,211.0,5,-1.0,0,1
43,693.0,5,124.0,3,-1.0,0,1
47,1077.0,31,367.0,4,-1.0,0,1
42,981.0,17,276.0,1,-1.0,0,1
32,708.0,9,109.0,1,-1.0,0,1
45,-14.0,18,39.0,2,127.0,3,1
35,1256.0,20,26.0,29,-1.0,0,1
51,97.0,13,286.0,2,-1.0,0,1
43,2355.0,13,333.0,3,-1.0,0,1
39,1790.0,4,229.0,6,-1.0,0,1
31,242.0,9,106.0,4,-1.0,0,1
35,-292.0,18,166.0,2,272.0,6,1
44,1240.0,18,88.0,1,-1.0,0,1
39,8.0,15,155.0,6,-1.0,0,1
35,2187.0,29,229.0,1,174.0,13,1
32,394.0,14,266.0,2,-1.0,0,1
50,31.0,9,237.0,3,-1.0,0,1
60,262.0,18,393.0,4,-1.0,0,1
37,596.0,13,281.0,1,345.0,2,1
55,19.0,16,56.0,3,-1.0,0,1
53,1296.0,17,115.0,1,-1.0,0,1
35,31.0,19,131.0,3,133.0,3,1
32,3651.0,20,142.0,3,-1.0,0,1
50,78.0,4,143.0,1,-1.0,0,1
22,64.0,4,112.0,1,-1.0,0,1
32,133.0,17,421.0,1,-1.0,0,1
32,1373.0,21,474.0,2,-1.0,0,1
26,380.0,13,260.0,3,-1.0,0,1
59,559.0,13,168.0,2,-1.0,0,1
32,1423.0,16,223.0,3,-1.0,0,1
39,738.0,18,215.0,3,-1.0,0,1
26,461.0,28,214.0,1,-1.0,0,1
47,550.0,7,113.0,1,-1.0,0,1
34,1011.0,6,136.0,1,-1.0,0,1
54,3250.0,31,94.0,3,-1.0,0,1
57,-37.0,5,173.0,1,-1.0,0,1
51,1052.0,25,280.0,4,-1.0,0,1
33,0.0,20,134.0,3,-1.0,0,1
35,4401.0,31,465.0,4,-1.0,0,1
50,378.0,18,55.0,9,-1.0,0,1
28,216.0,13,66.0,1,-1.0,0,1
60,0.0,6,105.0,1,-1.0,0,1
25,1404.0,2,85.0,2,-1.0,0,1
50,173.0,12,7.0,5,342.0,15,1
58,807.0,7,57.0,1,366.0,2,1
33,3259.0,20,182.0,1,-1.0,0,1
61,1224.0,1,99.0,1,-1.0,0,1
34,336.0,2,313.0,2,-1.0,0,1
48,-471.0,19,668.0,7,-1.0,0,1
45,0.0,18,179.0,2,-1.0,0,1
37,594.0,4,62.0,1,-1.0,0,1
42,714.0,31,145.0,4,-1.0,0,1
51,74.0,25,79.0,2,-1.0,0,1
49,104.0,8,285.0,1,-1.0,0,1
33,277.0,24,57.0,2,-1.0,0,1
31,37.0,12,281.0,1,-1.0,0,1
43,-98.0,12,112.0,2,330.0,3,1
42,0.0,7,229.0,2,-1.0,0,1
45,13265.0,30,113.0,2,-1.0,0,1
36,1405.0,14,283.0,3,-1.0,0,1
53,218.0,12,27.0,6,344.0,12,1
31,606.0,9,111.0,2,-1.0,0,1
37,152.0,26,159.0,3,-1.0,0,1
60,100.0,5,528.0,1,-1.0,0,1
31,-464.0,12,256.0,4,-1.0,0,1
26,1326.0,9,70.0,1,-1.0,0,1
30,33.0,8,87.0,3,-1.0,0,1
46,665.0,30,89.0,4,235.0,2,1
39,1742.0,9,130.0,6,-1.0,0,1
45,185.0,18,34.0,14,-1.0,0,1
32,90.0,13,116.0,2,-1.0,0,1
39,5.0,17,118.0,2,131.0,1,1
35,-290.0,24,265.0,3,-1.0,0,1
31,774.0,21,93.0,1,-1.0,0,1
23,2594.0,13,193.0,1,-1.0,0,1
34,681.0,20,382.0,6,-1.0,0,1
26,37.0,8,108.0,1,-1.0,0,1
34,187.0,12,379.0,2,-1.0,0,1
39,804.0,21,193.0,8,203.0,1,1
35,532.0,2,375.0,1,-1.0,0,1
32,210.0,19,268.0,1,-1.0,0,1
35,-291.0,20,197.0,3,-1.0,0,1
37,215.0,6,308.0,3,-1.0,0,1
54,3343.0,16,216.0,1,-1.0,0,1
31,2153.0,11,239.0,3,172.0,1,1
29,416.0,14,1118.0,2,-1.0,0,1
50,-454.0,25,241.0,1,-1.0,0,1
25,2354.0,30,149.0,1,84.0,7,1
39,2319.0,21,48.0,1,137.0,1,1
33,837.0,27,250.0,8,-1.0,0,1
31,345.0,5,318.0,3,-1.0,0,1
44,129.0,5,189.0,2,-1.0,0,1
34,527.0,4,272.0,1,-1.0,0,1
42,1336.0,22,65.0,1,-1.0,0,1
73,683.0,11,181.0,1,-1.0,0,1
48,-1232.0,6,183.0,1,-1.0,0,1
33,777.0,7,263.0,1,-1.0,0,1
46,270.0,29,133.0,1,-1.0,0,1
40,17.0,17,192.0,1,-1.0,0,1
29,4050.0,28,166.0,1,-1.0,0,1
48,1730.0,10,158.0,1,102.0,1,1
36,699.0,23,125.0,1,-1.0,0,1
28,111.0,10,70.0,2,-1.0,0,1
24,145.0,15,520.0,1,345.0,1,1
45,21024.0,20,73.0,4,-1.0,0,1
32,2976.0,14,88.0,5,-1.0,0,1
36,1989.0,17,344.0,2,-1.0,0,1
61,5157.0,13,432.0,1,-1.0,0,1
59,14.0,18,319.0,2,182.0,1,1
53,291.0,23,145.0,1,-1.0,0,1
46,613.0,6,51.0,1,-1.0,0,1
32,5670.0,4,326.0,1,-1.0,0,1
35,156.0,8,302.0,1,283.0,3,1
44,594.0,11,340.0,1,-1.0,0,1
45,1088.0,14,132.0,1,-1.0,0,1
51,701.0,15,1051.0,3,-1.0,0,1
41,1011.0,19,113.0,1,174.0,4,1
39,272.0,9,85.0,1,325.0,1,1
57,2770.0,21,158.0,1,-1.0,0,1
41,371.0,9,107.0,5,-1.0,0,1
52,-184.0,6,392.0,2,-1.0,0,1
28,2249.0,18,595.0,2,-1.0,0,1
60,1091.0,15,778.0,3,-1.0,0,1
81,0.0,14,357.0,1,-1.0,0,1
25,1116.0,17,68.0,6,-1.0,0,1
55,0.0,29,636.0,1,-1.0,0,1
36,1237.0,20,310.0,2,-1.0,0,1
44,294.0,2,246.0,1,259.0,2,1
34,367.0,6,140.0,1,-1.0,0,1
58,28318.0,14,168.0,2,-1.0,0,1
34,1363.0,1,258.0,1,93.0,1,1
29,727.0,17,87.0,1,-1.0,0,1
57,3815.0,20,90.0,2,-1.0,0,1
43,5564.0,20,45.0,5,154.0,2,1
44,1309.0,30,262.0,2,-1.0,0,1
34,7.0,29,273.0,2,-1.0,0,1
42,279.0,23,673.0,1,-1.0,0,1
38,194.0,17,576.0,4,340.0,7,1
41,39.0,21,299.0,4,-1.0,0,1
52,-346.0,19,147.0,3,-1.0,0,1
57,1623.0,18,246.0,1,-1.0,0,1
36,851.0,2,368.0,2,-1.0,0,1
41,1245.0,4,123.0,1,271.0,1,1
32,6.0,15,228.0,1,-1.0,0,1
77,2223.0,10,365.0,2,187.0,1,1
41,-140.0,26,472.0,3,-1.0,0,1
34,4131.0,27,172.0,7,-1.0,0,1
45,0.0,11,79.0,6,-1.0,0,1
57,93.0,17,137.0,1,-1.0,0,1
46,2087.0,1,111.0,1,119.0,4,1
33,196.0,12,183.0,5,-1.0,0,1
35,294.0,15,238.0,6,98.0,5,1
31,-182.0,7,181.0,2,-1.0,0,1
35,343.0,6,151.0,2,-1.0,0,1
37,15.0,20,136.0,3,-1.0,0,1
36,0.0,9,101.0,2,-1.0,0,1
32,12.0,7,173.0,2,-1.0,0,1
36,55.0,8,323.0,1,-1.0,0,1
41,427.0,14,177.0,2,-1.0,0,1
32,290.0,5,18.0,6,-1.0,0,1
28,426.0,18,953.0,3,-1.0,0,1
50,1022.0,5,155.0,2,-1.0,0,1
40,4795.0,17,57.0,1,-1.0,0,1
48,1513.0,29,166.0,2,-1.0,0,1
32,7406.0,20,418.0,2,-1.0,0,1
35,136.0,7,283.0,1,-1.0,0,1
53,77.0,20,13.0,3,-1.0,0,1
39,1963.0,6,100.0,4,-1.0,0,1
26,-32.0,18,486.0,2,336.0,6,1
31,5191.0,20,187.0,2,-1.0,0,1
55,2349.0,30,350.0,3,-1.0,0,1
31,40.0,20,294.0,2,-1.0,0,1
37,53.0,19,467.0,4,-1.0,0,1
29,111.0,6,14.0,11,-1.0,0,1
41,158.0,13,426.0,1,50.0,2,1
24,368.0,7,197.0,2,-1.0,0,1
28,60.0,6,161.0,1,337.0,1,1
34,-73.0,11,90.0,1,-1.0,0,1
55,183.0,6,150.0,1,-1.0,0,1
37,34.0,2,100.0,2,-1.0,0,1
37,0.0,8,143.0,4,-1.0,0,1
54,34.0,21,208.0,3,-1.0,0,1
32,1504.0,17,131.0,2,-1.0,0,1
50,37.0,5,307.0,4,-1.0,0,1
27,1228.0,15,77.0,2,-1.0,0,1
46,-121.0,8,214.0,4,-1.0,0,1
89,0.0,27,157.0,5,-1.0,0,1
61,103.0,7,292.0,1,-1.0,0,1
40,393.0,17,291.0,2,-1.0,0,1
39,-141.0,13,148.0,1,-1.0,0,1
71,4847.0,16,657.0,2,-1.0,0,1
60,7791.0,30,141.0,1,-1.0,0,1
49,-14.0,18,115.0,2,-1.0,0,1
23,1690.0,30,163.0,3,-1.0,0,1
33,0.0,26,60.0,2,-1.0,0,1
34,171.0,7,191.0,1,294.0,1,1
28,509.0,4,121.0,2,-1.0,0,1
35,3888.0,20,207.0,5,178.0,5,1
30,413.0,15,148.0,1,345.0,4,1
40,2394.0,9,75.0,4,-1.0,0,1
49,1784.0,12,753.0,1,-1.0,0,1
41,2195.0,3,211.0,5,-1.0,0,1
36,569.0,9,265.0,1,323.0,5,1
53,3975.0,20,23.0,2,-1.0,0,1
49,5058.0,12,255.0,2,357.0,4,1
30,392.0,6,124.0,1,167.0,3,1
31,1097.0,20,485.0,3,-1.0,0,1
37,789.0,11,93.0,1,190.0,2,1
30,877.0,13,92.0,5,-1.0,0,1
29,600.0,18,170.0,5,-1.0,0,1
54,190.0,15,196.0,2,-1.0,0,1
31,180.0,26,222.0,1,70.0,2,1
37,490.0,30,226.0,1,-1.0,0,1
33,0.0,28,94.0,6,-1.0,0,1
34,-346.0,13,136.0,4,-1.0,0,1
44,1807.0,8,229.0,1,313.0,1,1
55,42.0,26,318.0,1,-1.0,0,1
49,0.0,19,209.0,3,-1.0,0,1
43,1648.0,17,80.0,1,-1.0,0,1
41,1254.0,4,272.0,1,-1.0,0,1
42,613.0,11,432.0,2,-1.0,0,1
30,344.0,8,179.0,3,-1.0,0,1
52,1274.0,17,74.0,1,-1.0,0,1
35,-400.0,3,85.0,1,-1.0,0,1
48,1033.0,22,11.0,1,-1.0,0,1
60,5632.0,30,380.0,7,-1.0,0,1
54,1288.0,28,515.0,3,-1.0,0,1
36,70.0,28,164.0,1,-1.0,0,1
36,1357.0,5,74.0,5,-1.0,0,1
82,0.0,12,150.0,2,-1.0,0,1
35,396.0,20,110.0,1,-1.0,0,1
30,1288.0,7,6.0,1,-1.0,0,1
33,3002.0,28,176.0,2,-1.0,0,1
40,-116.0,29,176.0,3,-1.0,0,1
42,24.0,14,229.0,1,-1.0,0,1
54,-182.0,9,98.0,1,-1.0,0,1
57,1292.0,1,151.0,1,69.0,1,1
37,531.0,17,150.0,7,-1.0,0,1
45,-497.0,15,217.0,1,176.0,1,1
25,41.0,4,101.0,2,-1.0,0,1
65,1220.0,7,127.0,1,186.0,2,1
30,3405.0,29,276.0,2,-1.0,0,1
42,61.0,20,115.0,1,-1.0,0,1
33,239.0,21,127.0,1,-1.0,0,1
33,145.0,29,369.0,2,-1.0,0,1
46,8717.0,15,343.0,5,-1.0,0,1
54,515.0,17,205.0,1,-1.0,0,1
50,0.0,30,144.0,9,-1.0,0,1
42,129.0,18,390.0,3,-1.0,0,1
36,-1.0,23,268.0,1,-1.0,0,1
40,919.0,3,327.0,2,-1.0,0,1
32,476.0,19,503.0,2,-1.0,0,1
27,1444.0,4,130.0,1,91.0,2,1
28,134.0,8,262.0,1,-1.0,0,1
56,317.0,7,112.0,7,-1.0,0,1
37,4760.0,8,182.0,2,169.0,2,1
34,827.0,6,254.0,1,267.0,4,1
29,970.0,13,240.0,1,-1.0,0,1
35,705.0,15,177.0,1,361.0,3,1
38,884.0,5,57.0,2,-1.0,0,1
45,1410.0,11,71.0,2,-1.0,0,1
39,185.0,29,513.0,3,-1.0,0,1
41,334.0,13,14.0,4,331.0,22,1
57,151.0,18,14.0,4,-1.0,0,1
31,4.0,16,148.0,2,182.0,3,1
44,361.0,29,217.0,1,-1.0,0,1
37,0.0,18,850.0,2,-1.0,0,1
28,553.0,7,225.0,3,321.0,3,1
27,379.0,7,269.0,2,-1.0,0,1
31,-360.0,27,93.0,2,-1.0,0,1
51,425.0,14,286.0,14,-1.0,0,1
34,0.0,10,185.0,1,-1.0,0,1
29,48.0,23,164.0,1,-1.0,0,1
39,0.0,23,210.0,2,-1.0,0,1
47,333.0,21,8.0,5,137.0,1,1
28,1109.0,27,89.0,4,310.0,5,1
35,537.0,21,11.0,4,-1.0,0,1
57,1216.0,8,255.0,6,-1.0,0,1
46,3984.0,13,77.0,2,-1.0,0,1
33,2586.0,11,117.0,3,-1.0,0,1
44,3.0,6,248.0,1,-1.0,0,1
44,0.0,30,76.0,3,-1.0,0,1
41,1304.0,5,93.0,3,-1.0,0,1
36,853.0,2,408.0,1,-1.0,0,1
34,2283.0,20,790.0,1,-1.0,0,1
39,2610.0,6,67.0,5,-1.0,0,1
45,0.0,26,64.0,2,-1.0,0,1
35,569.0,21,487.0,5,-1.0,0,1
24,27.0,6,404.0,1,338.0,2,1
31,1251.0,21,282.0,1,197.0,5,1
32,710.0,5,683.0,2,-1.0,0,1
28,150.0,8,491.0,1,-1.0,0,1
49,354.0,19,166.0,3,-1.0,0,1
60,5207.0,4,160.0,1,-1.0,0,1
30,115.0,6,66.0,3,-1.0,0,1
57,887.0,20,43.0,8,-1.0,0,1
49,1838.0,8,203.0,1,-1.0,0,1
46,357.0,19,221.0,2,-1.0,0,1
57,0.0,16,235.0,2,-1.0,0,1
38,889.0,19,197.0,4,-1.0,0,1
41,0.0,18,311.0,1,-1.0,0,1
38,121.0,9,80.0,2,-1.0,0,1
32,541.0,8,202.0,2,-1.0,0,1
54,2656.0,15,1187.0,2,320.0,2,1
34,268.0,11,47.0,4,-1.0,0,1
38,4366.0,29,188.0,2,-1.0,0,1
57,5961.0,14,166.0,3,-1.0,0,1
31,334.0,2,425.0,2,-1.0,0,1
52,420.0,7,139.0,4,-1.0,0,1
35,16.0,17,158.0,2,-1.0,0,1
41,188.0,31,15.0,25,-1.0,0,1
27,1501.0,24,187.0,1,-1.0,0,1
30,702.0,31,40.0,29,-1.0,0,1
50,0.0,6,326.0,1,-1.0,0,1
40,1845.0,3,134.0,3,-1.0,0,1
37,1785.0,26,912.0,4,-1.0,0,1
41,-22.0,4,166.0,2,-1.0,0,1
42,103.0,11,95.0,2,-1.0,0,1
32,557.0,4,210.0,2,253.0,1,1
47,1160.0,3,117.0,2,221.0,4,1
26,285.0,6,265.0,2,342.0,2,1
51,1938.0,19,61.0,1,-1.0,0,1
53,640.0,11,321.0,2,-1.0,0,1
40,10378.0,17,523.0,3,-1.0,0,1
46,1139.0,31,466.0,4,-1.0,0,1
34,783.0,8,281.0,1,-1.0,0,1
50,8139.0,18,256.0,6,-1.0,0,1
34,-401.0,6,378.0,1,-1.0,0,1
55,5.0,20,108.0,1,-1.0,0,1
42,6445.0,2,20.0,8,-1.0,0,1
47,4709.0,22,78.0,4,-1.0,0,1
30,872.0,15,61.0,1,298.0,2,1
31,34.0,22,121.0,1,-1.0,0,1
32,642.0,5,52.0,1,253.0,2,1
58,821.0,14,83.0,2,-1.0,0,1
34,11219.0,25,112.0,1,-1.0,0,1
39,3867.0,26,257.0,12,-1.0,0,1
35,1178.0,14,727.0,3,182.0,2,1
40,902.0,15,619.0,4,-1.0,0,1
37,1698.0,6,95.0,2,-1.0,0,1
36,760.0,20,9.0,13,-1.0,0,1
32,2976.0,21,174.0,1,-1.0,0,1
30,4.0,20,270.0,1,-1.0,0,1
52,876.0,27,227.0,3,-1.0,0,1
54,258.0,25,86.0,1,88.0,1,1
30,20.0,20,404.0,6,340.0,1,1
22,47.0,3,69.0,3,-1.0,0,1
30,3048.0,20,223.0,2,-1.0,0,1
57,2476.0,7,239.0,1,459.0,1,1
38,207.0,19,76.0,2,-1.0,0,1
55,4493.0,4,272.0,1,-1.0,0,1
57,0.0,12,120.0,3,-1.0,0,1
49,0.0,21,13.0,2,192.0,1,1
41,793.0,15,123.0,1,365.0,1,1
37,426.0,17,285.0,1,-1.0,0,1
48,334.0,19,270.0,2,-1.0,0,1
24,3298.0,28,227.0,1,-1.0,0,1
59,122.0,15,129.0,1,-1.0,0,1
23,1311.0,3,100.0,3,-1.0,0,1
47,961.0,29,45.0,11,-1.0,0,1
34,486.0,16,204.0,1,328.0,2,1
42,98.0,28,228.0,2,-1.0,0,1
41,-104.0,16,32.0,3,-1.0,0,1
35,-428.0,10,147.0,1,-1.0,0,1
34,1068.0,18,46.0,6,378.0,2,1
29,1612.0,26,375.0,2,-1.0,0,1
50,4.0,11,67.0,1,-1.0,0,1
36,302.0,17,112.0,1,-1.0,0,1
35,1801.0,20,53.0,1,-1.0,0,1
46,154.0,9,79.0,1,-1.0,0,1
32,56.0,2,275.0,1,258.0,1,1
53,13.0,28,69.0,1,-1.0,0,1
20,134.0,12,273.0,1,277.0,3,1
34,12.0,21,164.0,1,-1.0,0,1
43,324.0,8,629.0,4,-1.0,0,1
35,911.0,14,136.0,2,175.0,7,1
26,127.0,4,165.0,2,-1.0,0,1
46,466.0,31,109.0,8,-1.0,0,1
34,201.0,22,257.0,2,-1.0,0,1
45,677.0,12,253.0,3,334.0,2,1
31,106.0,13,101.0,13,-1.0,0,1
47,846.0,13,85.0,2,370.0,2,1
54,0.0,21,219.0,2,-1.0,0,1
23,40.0,10,1239.0,1,-1.0,0,1
82,1381.0,28,86.0,3,93.0,1,1
31,1601.0,7,615.0,1,137.0,3,1
59,7469.0,15,68.0,1,-1.0,0,1
27,1128.0,30,88.0,4,-1.0,0,1
34,273.0,20,308.0,1,188.0,1,1
78,631.0,11,95.0,1,-1.0,0,1
34,382.0,4,494.0,2,198.0,7,1
31,0.0,28,231.0,2,-1.0,0,1
40,5.0,15,117.0,3,-1.0,0,1
32,7365.0,31,124.0,5,-1.0,0,1
30,0.0,15,432.0,1,-1.0,0,1
52,437.0,12,137.0,3,113.0,1,1
42,476.0,13,93.0,1,-1.0,0,1
44,34.0,5,404.0,4,-1.0,0,1
56,72.0,7,263.0,1,357.0,4,1
39,283.0,26,126.0,2,-1.0,0,1
32,413.0,20,95.0,3,341.0,2,1
38,3813.0,7,117.0,2,-1.0,0,1
39,2679.0,23,811.0,1,-1.0,0,1
44,4786.0,12,267.0,1,-1.0,0,1
28,1773.0,23,275.0,1,-1.0,0,1
45,2353.0,18,435.0,7,74.0,3,1
82,1419.0,26,139.0,1,-1.0,0,1
36,801.0,18,250.0,2,-1.0,0,1
36,4324.0,18,139.0,4,127.0,4,1
41,3823.0,26,234.0,10,-1.0,0,1
50,0.0,11,503.0,3,339.0,2,1
32,1261.0,21,104.0,1,182.0,1,1
42,898.0,18,136.0,2,131.0,1,1
45,638.0,20,75.0,9,-1.0,0,1
48,-202.0,30,225.0,4,-1.0,0,1
30,-679.0,23,372.0,3,-1.0,0,1
37,2066.0,21,10.0,7,113.0,5,1
32,796.0,30,198.0,1,160.0,1,1
51,-338.0,29,97.0,2,-1.0,0,1
25,3165.0,20,251.0,2,-1.0,0,1
46,2121.0,14,160.0,1,-1.0,0,1
31,1331.0,11,927.0,2,-1.0,0,1
29,572.0,8,72.0,6,181.0,1,1
36,629.0,29,109.0,1,246.0,1,1
38,4723.0,13,187.0,2,-1.0,0,1
55,338.0,14,8.0,4,300.0,5,1
35,1383.0,27,269.0,2,-1.0,0,1
30,1535.0,18,67.0,4,-1.0,0,1
27,833.0,25,359.0,5,-1.0,0,1
28,328.0,26,471.0,1,-1.0,0,1
52,1317.0,12,58.0,1,-1.0,0,1
46,499.0,31,37.0,10,-1.0,0,1
58,183.0,21,167.0,5,-1.0,0,1
31,424.0,29,106.0,1,161.0,2,1
34,2856.0,21,165.0,2,-1.0,0,1
33,3.0,18,163.0,7,-1.0,0,1
36,0.0,9,377.0,1,-1.0,0,1
32,438.0,21,318.0,5,-1.0,0,1
31,71.0,17,740.0,2,-1.0,0,1
30,359.0,4,117.0,2,-1.0,0,1
33,-374.0,20,160.0,2,-1.0,0,1
35,870.0,29,188.0,6,-1.0,0,1
33,4402.0,21,380.0,2,-1.0,0,1
30,583.0,18,453.0,2,-1.0,0,1
28,-232.0,30,557.0,2,-1.0,0,1
60,935.0,31,8.0,17,-1.0,0,1
33,0.0,17,78.0,1,-1.0,0,1
31,35.0,19,323.0,2,-1.0,0,1
55,39.0,17,20.0,1,-1.0,0,1
60,136.0,8,43.0,2,-1.0,0,1
57,-898.0,21,322.0,3,-1.0,0,1
27,1577.0,28,266.0,2,-1.0,0,1
46,1352.0,6,193.0,1,-1.0,0,1
43,181.0,7,174.0,1,343.0,2,1
40,82.0,13,135.0,6,370.0,5,1
34,1242.0,29,578.0,3,-1.0,0,1
34,127.0,27,63.0,6,-1.0,0,1
25,1.0,12,24.0,12,-1.0,0,1
28,1849.0,28,204.0,1,-1.0,0,1
42,223.0,6,92.0,6,-1.0,0,1
26,37.0,6,207.0,1,363.0,2,1
27,-172.0,9,125.0,5,-1.0,0,1
57,402.0,6,153.0,3,-1.0,0,1
39,0.0,20,327.0,3,-1.0,0,1
57,473.0,9,87.0,1,-1.0,0,1
51,0.0,18,73.0,1,-1.0,0,1
32,6217.0,18,486.0,2,181.0,2,1
36,352.0,4,94.0,2,-1.0,0,1
38,2084.0,16,71.0,2,330.0,2,1
55,255.0,22,114.0,1,-1.0,0,1
60,352.0,17,81.0,2,-1.0,0,1
37,26.0,16,114.0,4,-1.0,0,1
30,12697.0,19,95.0,1,-1.0,0,1
43,465.0,28,78.0,12,-1.0,0,1
31,640.0,14,411.0,2,-1.0,0,1
39,519.0,20,149.0,1,155.0,14,1
43,1819.0,14,41.0,2,-1.0,0,1
52,213.0,14,164.0,2,-1.0,0,1
41,0.0,27,89.0,12,-1.0,0,1
59,283.0,17,300.0,1,-1.0,0,1
46,9083.0,8,389.0,1,-1.0,0,1
27,585.0,28,180.0,3,-1.0,0,1
37,0.0,5,39.0,1,-1.0,0,1
53,372.0,2,126.0,2,-1.0,0,1
33,802.0,6,401.0,1,-1.0,0,1
24,1033.0,24,283.0,1,-1.0,0,1
57,1458.0,4,89.0,5,-1.0,0,1
35,944.0,8,351.0,2,-1.0,0,1
50,0.0,28,88.0,3,-1.0,0,1
